0.63
0.62
0.7
0.6
1.0
1.22
0.65
0.45
0.39
1.0
0.76
0.76
0.74
0.65
0.9
0.34
0.39
0.78
0.88
0.2
0.5
0.0
0.76
0.2
0.74
"0.0
"
1.75
0.38
0.35
0.53
0.0
0.0
0.0
0.11
0.64
0.0
0.0
