12721.267;0;33538.078;183.152;1513.256;0;54.664;0;186.385;0.014;0.022;0.012;0.657;0;0.037;9.574;17.201;220.77;0.735;0.265;962.434;7.544;0.352;0.043;1.376;2.121;1.837;1.528;0.322;22.887;81.636;24.09;1.514;6.063;34.123;7.454;0
159.341;69.5;392.784;18.811;79.362;153.816;767.769;16.535;633.743;228.669;11.079;11.901;14.735;41.528;42.789;82.576;23.495;942.985;33.167;9.209;87.791;2.059;6.939;3.162;6.315;1.628;11.743;15.053;2.757;38.863;55.442;10.757;15.915;2.815;4.98;12.956;0
5460.304;21.45;21232.723;202.904;106.896;47.304;1358.428;220.503;75.352;108.589;27.736;24.977;43.399;80.838;124.905;28.107;109.16;236.324;1767.503;440.424;16055.121;344.583;167.592;158.198;46.7;83.881;650.924;450.403;264.42;830.213;312.352;2078.398;1678.614;466.02;904.778;180.822;0
48.893;1.906;110.638;1355.476;295.954;8.829;82.057;37.538;83.546;42.492;41.483;22.58;51.056;321.877;257.331;4.565;26.728;269.04;645.283;51.872;100.46;142.379;26.606;4.108;10.267;44.525;44.86;7.362;27.941;64.844;39.186;29.688;166.61;28.886;58.554;46.32;0
463.283;38.116;1330.2;109.917;3724.144;21.279;400.411;252.205;530.469;197.642;102.215;78.739;120.783;495.499;812.923;19.621;262.038;3339.738;1639.62;271.146;160.452;3399.755;377.84;209.17;1155.144;347.577;1716.478;416.641;133.599;1109.81;690.54;498.785;140.8;200.186;508.401;291.008;0
816.918;45.043;398.511;23.829;75.379;702.488;2072.873;19.045;138.031;134.982;17.252;15.715;41.508;66.816;67.938;190.572;166.977;728.826;1472.282;4583.466;56.369;111.986;98.853;102.544;138.815;42.94;306.797;65.835;112.165;406.832;356.643;100.605;69.236;42.491;147.313;77.181;0
1768.254;31.566;727.457;225.174;480.112;313.003;4899.926;646.414;2841.044;472.219;55.698;168.514;155.975;416.434;359.696;1189.364;72.445;789.955;527.482;60.464;88.301;174.244;27.72;63.06;8.164;277.495;93.779;139.173;71.254;176.64;123.551;92.018;249.712;21.419;110.657;48.903;0
76.332;0;22.686;0.268;0.118;0.219;25.815;306.435;0.621;0.122;0.048;0.081;0.087;0.181;3.205;0.133;0.961;0.376;1.552;1.002;0.558;0.13;0.077;0.728;1.168;0.746;3.513;3.577;28.52;8.192;11.25;4.797;394.875;17.859;0.495;0.8;0
355.778;195.876;2031.837;200.36;366.606;498.031;1067.019;245.865;3293.329;864.726;591.093;644.521;762.573;2479.69;1354.441;372.142;297.607;13009.333;2730.178;398.357;129.496;253.934;264.644;73.972;54.399;153.768;412.623;204.961;134.13;595.18;15.317;119.089;397.722;55.73;76.697;138.259;0
139.612;83.619;1235.18;120.676;421.513;449.686;744.91;106.061;585.763;11190.583;896.357;1622.331;3681.62;6008.683;3904.253;329.554;782.842;11848.545;485.344;383.255;58.972;74.69;179.08;95.701;1.466;132.423;165.21;68.404;52.64;751.929;393.364;15.511;124.611;45.393;48.088;175.319;0
0.043;0.675;4.798;0.851;5.813;5.676;5.404;0.243;8.308;23.613;147.99;77.844;55.983;213.746;83.942;12.118;5.801;78.51;87.838;25.016;4.395;12.245;80.906;65.967;14.612;2.495;33.715;54.526;10.211;43.622;33.412;13.184;244.812;20.307;17.151;39.051;0
