Code;Libelle;Pere;Pere2;Pere3;Pere4;Pere5;Pere6
PRA64_CJ0;Fabrication d équipements électriques;PRA38_CJ;PRA21_C;PRA10_BE;PRNN_TOTAL;0;
PRA64_CK0;Fabrication de machines et équipements nca;PRA38_CK;PRA21_C;PRA10_BE;PRNN_TOTAL;0;
PRA64_CL1;Industrie automobile;PRA38_CL;PRA21_C;PRA10_BE;PRNN_TOTAL;0;
PRA64_CL2;Fabrication d autres matériels de transport;PRA38_CL;PRA21_C;PRA10_BE;PRNN_TOTAL;0;
PRA64_CM1;Autres industries manufacturières nca;PRA38_CM;PRA21_C;PRA10_BE;PRNN_TOTAL;0;
PRA64_CM2;Réparation et installation de machines et d équipements;PRA38_CM;PRA21_C;PRA10_BE;PRNN_TOTAL;0;
PRA64_DZ0;Prod et distribution électricité gaz vapeur et air conditionné;PRA38_DZ;PRA21_D;PRA10_BE;PRNN_TOTAL;0;
PRA64_EZ1;Captage, traitement et distribution d eau;PRA38_EZ;PRA21_E;PRA10_BE;PRNN_TOTAL;0;
PRA64_EZ2;Gestion eaux usées, traitement des déchets et dépollution;PRA38_EZ;PRA21_E;PRA10_BE;PRNN_TOTAL;0;
PRA64_FZ0;Construction ;PRA38_FZ;PRA21_F;PRA10_FZ;PRNN_TOTAL;0;
PRA64_GZ1;Commerce et réparation d automobiles et de motocycles;PRA38_GZ;PRA21_G;PRA10_GI;PRNN_TOTAL;0;
PRA64_GZ2;Commerce de gros, à l’exception des automobiles et des motocycles;PRA38_GZ;PRA21_G;PRA10_GI;PRNN_TOTAL;0;
PRA64_GZ3;Comm détail, sf automobiles et motocycles;PRA38_GZ;PRA21_G;PRA10_GI;PRNN_TOTAL;0;
PRA64_HZ1;Transports terrestres et transport par conduites;PRA38_HZ;PRA21_H;PRA10_GI;PRNN_TOTAL;0;
PRA64_HZ2;Transports par eau;PRA38_HZ;PRA21_H;PRA10_GI;PRNN_TOTAL;0;
PRA64_HZ3;Transports aériens;PRA38_HZ;PRA21_H;PRA10_GI;PRNN_TOTAL;0;
PRA64_HZ4;Entreposage et services auxiliaires des transports;PRA38_HZ;PRA21_H;PRA10_GI;PRNN_TOTAL;0;
PRA64_HZ5;Activités de poste et de courrier;PRA38_HZ;PRA21_H;PRA10_GI;PRNN_TOTAL;0;
PRA64_IZ0;Hébergement et restauration;PRA38_IZ;PRA21_I;PRA10_GI;PRNN_TOTAL;0;
PRA64_JA1;Édition;PRA38_JA;PRA21_J;PRA10_JZ;PRNN_TOTAL;0;
PRA64_JA2;Prod films - enre sonore et édi musicale - program et diffusion;PRA38_JA;PRA21_J;PRA10_JZ;PRNN_TOTAL;0;
PRA64_JB0;Télécommunications;PRA38_JB;PRA21_J;PRA10_JZ;PRNN_TOTAL;0;
PRA64_JC0;Pgmtion, conseil et aut act informatiq - service d information ;PRA38_JC;PRA21_J;PRA10_JZ;PRNN_TOTAL;0;
PRA64_KZ1;Activ services financiers, hors assurance et caisses de retraite;PRA38_KZ;PRA21_K;PRA10_KZ;PRNN_TOTAL;0;
PRA64_KZ2;Assurance;PRA38_KZ;PRA21_K;PRA10_KZ;PRNN_TOTAL;0;
PRA64_KZ3;Activités auxiliaires de services financiers et d assurance;PRA38_KZ;PRA21_K;PRA10_KZ;PRNN_TOTAL;0;
PRA64_LZ0;Activités immobilières;PRA38_LZ;PRA21_L;PRA10_LZ;PRNN_TOTAL;0;
PRA64_MA1;Acti juridique et compta - conseil de gestion - act sièges soc;PRA38_MA;PRA21_M;PRA10_MN;PRNN_TOTAL;0;
PRA64_MA2;Activ  architecture et ingénierie- contrôle et analyses techniques;PRA38_MA;PRA21_M;PRA10_MN;PRNN_TOTAL;0;
PRA64_MB0;Recherche-développement scientifique;PRA38_MB;PRA21_M;PRA10_MN;PRNN_TOTAL;0;
PRA64_MC1;Publicité et études de marché;PRA38_MC;PRA21_M;PRA10_MN;PRNN_TOTAL;0;
PRA64_MC2;Aut act spécial scientifiques et techniq et act vétérinaires;PRA38_MC;PRA21_M;PRA10_MN;PRNN_TOTAL;0;
PRA64_NZ1;Activités de location et location-bail;PRA38_NZ;PRA21_N;PRA10_MN;PRNN_TOTAL;0;
PRA64_NZ2;Activités liées à l emploi;PRA38_NZ;PRA21_N;PRA10_MN;PRNN_TOTAL;0;
PRA64_NZ3;Activ agences voyage, voyagistes, serv résa et activ connexes;PRA38_NZ;PRA21_N;PRA10_MN;PRNN_TOTAL;0;
PRA64_NZ4;Enq et sécurité - svces bât et am paysager - aut activ soutien;PRA38_NZ;PRA21_N;PRA10_MN;PRNN_TOTAL;0;
PRA64_OZ0;Administration publique et défense - sécurité sociale obligatoire;PRA38_OZ;PRA21_O;PRA10_OQ;PRNN_TOTAL;0;
PRA64_PZ0;Enseignement;PRA38_PZ;PRA21_P;PRA10_OQ;PRNN_TOTAL;0;
PRA64_QA0;Activités pour la santé humaine;PRA38_QA;PRA21_Q;PRA10_OQ;PRNN_TOTAL;0;
PRA64_QB0;Hébergement médico-social et social et action sociale sans hébgmnt;PRA38_QB;PRA21_Q;PRA10_OQ;PRNN_TOTAL;0;
PRA64_RZ1;Arts, divertissement et musées;PRA38_RZ;PRA21_R;PRA10_RU;PRNN_TOTAL;0;
PRA64_RZ2;Activités sportives, récréatives et de loisirs;PRA38_RZ;PRA21_R;PRA10_RU;PRNN_TOTAL;0;
PRA64_SZ1;Activités des organisations associatives;PRA38_SZ;PRA21_S;PRA10_RU;PRNN_TOTAL;0;
PRA64_SZ2;Réparation d ordinateurs et de biens personnels et domestiques;PRA38_SZ;PRA21_S;PRA10_RU;PRNN_TOTAL;0;
PRA64_SZ3;Autres services personnels;PRA38_SZ;PRA21_S;PRA10_RU;PRNN_TOTAL;0;
PRA64_TZ0;Activ ménages : employeurs, produc biens et serv (usage propre);PRA38_TZ;PRA21_T;PRA10_RU;PRNN_TOTAL;0;
PRA64_UZ0;Activités extra-territoriales;PRA38_UZ;PRA21_U;PRA10_RU;PRNN_TOTAL;0;
PRA38_AZ;Agriculture, sylviculture et pêche;PRA21_A;PRA10_AZ;PRNN_TOTAL;0;;
PRA38_BZ;Industries extractives ;PRA21_B;PRA10_BE;PRNN_TOTAL;0;;
PRA38_CA;Fabric denrées alimentaires, boissons et prdts à base de tabac;PRA21_C;PRA10_BE;PRNN_TOTAL;0;;
PRA38_CB;Fabric textiles, industries habillement, cuir et chaussure;PRA21_C;PRA10_BE;PRNN_TOTAL;0;;
PRA38_CC;Travail du bois, industries du papier et imprimerie ;PRA21_C;PRA10_BE;PRNN_TOTAL;0;;
PRA38_CD;Cokéfaction et raffinage;PRA21_C;PRA10_BE;PRNN_TOTAL;0;;
PRA38_CE;Industrie chimique;PRA21_C;PRA10_BE;PRNN_TOTAL;0;;
PRA38_CF;Industrie pharmaceutique;PRA21_C;PRA10_BE;PRNN_TOTAL;0;;
PRA38_CG;Fab prdts en caoutc et plastiq et aut prdts minéraux non métal;PRA21_C;PRA10_BE;PRNN_TOTAL;0;;
PRA38_CH;Métallurgie et fab de prdts métalliques sauf machines et équipmnts;PRA21_C;PRA10_BE;PRNN_TOTAL;0;;
PRA38_CI;Fabrication de produits informatiques, électroniques et optiques;PRA21_C;PRA10_BE;PRNN_TOTAL;0;;
PRA38_CJ;Fabrication d équipements électriques;PRA21_C;PRA10_BE;PRNN_TOTAL;0;;
PRA38_CK;Fabrication de machines et équipements nca;PRA21_C;PRA10_BE;PRNN_TOTAL;0;;
PRA38_CL;Fabrication de matériels de transport;PRA21_C;PRA10_BE;PRNN_TOTAL;0;;
PRA38_CM;Autres ind manuf - répar et install de machines et d équipmnts;PRA21_C;PRA10_BE;PRNN_TOTAL;0;;
PRA38_DZ;Prod et distribution électricité, gaz, vapeur et air conditionné;PRA21_D;PRA10_BE;PRNN_TOTAL;0;;
PRA38_EZ;Prod et distrib eau assainisst, gestion déchets et dépollution;PRA21_E;PRA10_BE;PRNN_TOTAL;0;;
PRA38_FZ;Construction ;PRA21_F;PRA10_FZ;PRNN_TOTAL;0;;
PRA38_GZ;Commerce - réparation d automobiles et de motocycles;PRA21_G;PRA10_GI;PRNN_TOTAL;0;;
PRA38_HZ;Transports et entreposage ;PRA21_H;PRA10_GI;PRNN_TOTAL;0;;
PRA38_IZ;Hébergement et restauration;PRA21_I;PRA10_GI;PRNN_TOTAL;0;;
PRA38_JA;Édition, audiovisuel et diffusion;PRA21_J;PRA10_JZ;PRNN_TOTAL;0;;
PRA38_JB;Télécommunications;PRA21_J;PRA10_JZ;PRNN_TOTAL;0;;
PRA38_JC;Activités informatiques et services d information;PRA21_J;PRA10_JZ;PRNN_TOTAL;0;;
PRA38_KZ;Activités financières et d assurance;PRA21_K;PRA10_KZ;PRNN_TOTAL;0;;
PRA38_LZ;Activités immobilières;PRA21_L;PRA10_LZ;PRNN_TOTAL;0;;
PRA38_MA;Act juri, compta, de gest, archi, ingé, ctrle et anal tech;PRA21_M;PRA10_MN;PRNN_TOTAL;0;;
PRA38_MB;Recherche-développement scientifique;PRA21_M;PRA10_MN;PRNN_TOTAL;0;;
PRA38_MC;Autres activités spécialisées, scientifiques et techniques;PRA21_M;PRA10_MN;PRNN_TOTAL;0;;
PRA38_NZ;Activités de services administratifs et de soutien;PRA21_N;PRA10_MN;PRNN_TOTAL;0;;
PRA38_OZ;Administration publique;PRA21_O;PRA10_OQ;PRNN_TOTAL;0;;
PRA38_PZ;Enseignement;PRA21_P;PRA10_OQ;PRNN_TOTAL;0;;
PRA38_QA;Activités pour la santé humaine;PRA21_Q;PRA10_OQ;PRNN_TOTAL;0;;
PRA38_QB;Hébergement médico-social et social et action sociale sans hébgmnt;PRA21_Q;PRA10_OQ;PRNN_TOTAL;0;;
PRA38_RZ;Arts, spectacles et activités récréatives;PRA21_R;PRA10_RU;PRNN_TOTAL;0;;
PRA38_SZ;Autres activités de services ;PRA21_S;PRA10_RU;PRNN_TOTAL;0;;
PRA38_TZ;Activ ménages : employeurs, produc biens et serv (usage propre);PRA21_T;PRA10_RU;PRNN_TOTAL;0;;
PRA38_UZ;Activités extra-territoriales;PRA21_U;PRA10_RU;PRNN_TOTAL;0;;
PRA21_A;Agriculture, sylviculture et pêche;PRA10_AZ;PRNN_TOTAL;0;;;
PRA21_B;Industries extractives;PRA10_BE;PRNN_TOTAL;0;;;
PRA21_C;Industrie manufacturière;PRA10_BE;PRNN_TOTAL;0;;;
PRA21_D;Prod et distribution électricité, gaz, vapeur et air conditionné;PRA10_BE;PRNN_TOTAL;0;;;
PRA21_E;Prod et distrib eau assainisst, gestion déchets et dépollution;PRA10_BE;PRNN_TOTAL;0;;;
PRA21_F;Construction;PRA10_FZ;PRNN_TOTAL;0;;;
PRA21_G;Commerce - réparation d automobiles et de motocycles;PRA10_GI;PRNN_TOTAL;0;;;
PRA21_H;Transports et entreposage;PRA10_GI;PRNN_TOTAL;0;;;
PRA21_I;Hébergement et restauration;PRA10_GI;PRNN_TOTAL;0;;;
PRA21_J;Information et communication;PRA10_JZ;PRNN_TOTAL;0;;;
PRA21_K;Activités financières et d assurance;PRA10_KZ;PRNN_TOTAL;0;;;
PRA21_L;Activités immobilières;PRA10_LZ;PRNN_TOTAL;0;;;
PRA21_M;Activités spécialisées, scientifiques et techniques;PRA10_MN;PRNN_TOTAL;0;;;
PRA21_N;Activités de services administratifs et de soutien;PRA10_MN;PRNN_TOTAL;0;;;
PRA21_O;Administration publique;PRA10_OQ;PRNN_TOTAL;0;;;
PRA21_P;Enseignement;PRA10_OQ;PRNN_TOTAL;0;;;
PRA21_Q;Santé humaine et action sociale;PRA10_OQ;PRNN_TOTAL;0;;;
PRA21_R;Arts, spectacles et activités récréatives;PRA10_RU;PRNN_TOTAL;0;;;
PRA21_S;Autres activités de services;PRA10_RU;PRNN_TOTAL;0;;;
PRA21_T;Activ ménages : employeurs, produc biens et serv (usage propre);PRA10_RU;PRNN_TOTAL;0;;;
PRA21_U;Activités extra-territoriales;PRA10_RU;PRNN_TOTAL;0;;;
PRA64_LI0;dont loyers imputés des logements occupés par leur propriétaire;PRA38_LI;PRA10_LI;0;;;
PRA10_AZ;Agriculture, sylviculture et pêche;PRNN_TOTAL;0;;;;
PRA10_BE;Industrie manufacturière, industries extractives et autres ;PRNN_TOTAL;0;;;;
PRA10_FZ;Construction;PRNN_TOTAL;0;;;;
PRA10_GI;Commerce de gros et détail, transports, hébergemnt et restauration ;PRNN_TOTAL;0;;;;
PRA10_JZ;Information et communication;PRNN_TOTAL;0;;;;
PRA10_KZ;Activités financières et d assurance;PRNN_TOTAL;0;;;;
PRA10_LZ;Activités immobilières;PRNN_TOTAL;0;;;;
PRA10_MN;Act spécial, scient et techn et act de svices admin et soutien;PRNN_TOTAL;0;;;;
PRA10_OQ;Administration publ, enseignemnt, santé humaine et action sociale;PRNN_TOTAL;0;;;;
PRA10_RU;Autres activités de services;PRNN_TOTAL;0;;;;
PRNN_CAFAB;Produit CORRECTION CAF/FAB (nouvelle nomenclature);PRNN_TOTAL;0;;;;
PRNN_CHTR;Produits consommés hors du territoire national (nouvelle nomenc);PRNN_TOTAL;0;;;;
PRA38_LI;dont loyers imputés des logements occupés par leur propriétaire;PRA10_LI;0;;;;
PRA10_CZ;dont industrie manufacturière;;;;;;
PRA10_LI;dont loyers imputés des logements occupés par leur propriétaire  ;;;;;;
PRNN_TOTAL;Total des produits (nouvelle nomenclature);;;;;;
